Feature	Gain	Cover	Frequency
ctrx_quarter	0.142400729120753	0.0454106315513927	0.0397934029815706
mpasivos_margen	0.0816665577893816	0.0299699611105624	0.0307547834252847
cpayroll_trx	0.0605913326650838	0.0279268186732971	0.006299643933169
mpayroll	0.058393540032109	0.0573216723001567	0.0205423171733772
mtarjeta_visa_consumo	0.0440569945319864	0.023806988525066	0.0266071917674218
mcaja_ahorro	0.0382794853954937	0.0175354991894514	0.0255116015181751
mcuentas_saldo	0.0290388522306984	0.0301908026227189	0.0316547325585945
mprestamos_personales	0.0267155608400358	0.0214386170349731	0.0083734397621004
mrentabilidad_annual	0.0255358681175099	0.0193769709710914	0.0237508314747427
Visa_msaldopesos	0.0232762033310663	0.026205406884865	0.0266463199906092
mactivos_margen	0.0208588063894992	0.0211956940206527	0.0201119067183159
ctarjeta_visa_trx	0.0204064055346795	0.013237348121294	0.017881597996635
Visa_msaldototal	0.017409615202274	0.0152875949842761	0.0165903666314513
Master_Fvencimiento	0.0170411535011703	0.0213529102762556	0.0263332942051101
mcuenta_corriente	0.0156674357615389	0.0105876142200344	0.0155339046053919
Master_fechaalta	0.0156559608212577	0.0274270121418261	0.0290331416050397
Visa_Fvencimiento	0.0150967852334645	0.0107331597469312	0.0203075478342528
ctarjeta_visa_trx2	0.0149187945849609	0.0143532926370768	0.015846930390891
Visa_fechaalta	0.0146449228448388	0.0122113769932364	0.0209727276284384
cliente_edad	0.0140656140006976	0.0258573728076087	0.0272723715616074
chomebanking_trx	0.0139711572725983	0.0149012771419651	0.0183120084516962
Visa_mpagominimo	0.0137684391571568	0.0156076153390601	0.0199945220487538
numero_de_cliente	0.012513155038243	0.00941905953609083	0.0185076495676331
ccomisiones_otras	0.0111695842683199	0.0187203968671612	0.0208553429588762
Visa_mfinanciacion_limite	0.0109889965157166	0.0137349907085999	0.017372931095199
mcaja_ahorro_dolares	0.0109514112841469	0.0198455087577271	0.0211292405211879
cliente_antiguedad	0.0108436451186382	0.00903247182163068	0.015651289274954
mrentabilidad	0.0108096663252177	0.0098992812966915	0.0151817505967054
mcomisiones_otras	0.0101938305066925	0.0099494857947132	0.0153382634894549
Master_mfinanciacion_limite	0.00990952307009523	0.0108634003772243	0.0176077004343233
mcomisiones	0.00929919987146219	0.00926947420524415	0.0156121610517666
Master_mlimitecompra	0.00849275021503942	0.00713674414841766	0.0124427749735884
Visa_mpagospesos	0.00848617205902092	0.0116207659340472	0.0143991861329577
mtransferencias_recibidas	0.00827417665120811	0.010282587498271	0.016355597292327
Visa_mconsumospesos	0.0073577964156295	0.00850376910231646	0.0154947763822045
ctarjeta_debito_trx	0.00709104958188292	0.0251371337113484	0.0260593966427985
mtransferencias_emitidas	0.00631925871769382	0.00621024325868229	0.0107993895997183
mtarjeta_visa_debitos_automaticos	0.00618527533513255	0.00772474920292764	0.0102124662519075
Master_mpagospesos	0.00611854907523375	0.0188498758950703	0.0101342098055327
cproductos	0.00607914801546332	0.00616259178430435	0.00825605509253825
mcomisiones_mantenimiento	0.00603773967944745	0.00750629018170717	0.00806041397660132
Visa_mlimitecompra	0.00601262443901282	0.0118509238301489	0.0100168251359706
mautoservicio	0.00598675850778623	0.0186158205815514	0.022968267010995
mpagomiscuentas	0.0056370578745827	0.0137851985179363	0.00899949133309857
ctransferencias_recibidas	0.00521442935836967	0.0107607645220364	0.00798215753022655
ccomisiones_mantenimiento	0.00487817054756219	0.0184890899448541	0.00692569550416716
Visa_cconsumos	0.00483291320780127	0.00465724990352733	0.00919513244903549
cprestamos_personales	0.00469965816680252	0.00209537345989138	0.00230856516805572
Visa_mconsumototal	0.00453944664888315	0.004610618314081	0.00931251711859765
ccaja_ahorro	0.00410711681363613	0.0160419108202483	0.00539969479985914
mcuenta_debitos_automaticos	0.00383848926761389	0.00665738167398502	0.00868646554759948
Visa_mpagado	0.0033111948834181	0.0114165853018694	0.00669092616504285
thomebanking	0.00305018219774069	0.00220698463360897	0.00289548851586649
Master_msaldopesos	0.00303170165664872	0.00492726609482977	0.00453887388973667
ctarjeta_debito	0.00277371791264625	0.00772421276994413	0.00673005438823023
ccaja_seguridad	0.00262478393368433	0.00762047093564207	0.00246507806080526
ccallcenter_trx	0.00251072531717968	0.00981714413523465	0.00426497632742497
ctransferencias_emitidas	0.00236601495122485	0.0032808704855642	0.00442148922017451
mplazo_fijo_dolares	0.00235174559212048	0.0161863006983102	0.00316938607817819
cpagomiscuentas	0.00228290899240751	0.00584464431253072	0.00528231013029698
Master_fultimo_cierre	0.00223379510321565	0.00308237538074863	0.00422584810423759
ccuenta_debitos_automaticos	0.00212651425769205	0.0047529800118812	0.00532143835348437
Visa_mconsumosdolares	0.0021251498932543	0.00279676124149043	0.00410846343467543
Master_msaldototal	0.0021125633192314	0.00353679372144796	0.0034041554173025
Master_mpagominimo	0.00198149436090016	0.00293372052933631	0.00359979653323943
catm_trx	0.00194981991330588	0.00442275087383691	0.00344328364048989
mextraccion_autoservicio	0.00194722614810286	0.00574984633926857	0.00986031224322103
ctarjeta_visa_debitos_automaticos	0.00158253347873138	0.00216555346391947	0.00316938607817819
cseguro_accidentes_personales	0.00152426067979959	0.00324975737252052	0.00195641115936925
mtarjeta_visa_descuentos	0.00147174466401313	0.0132434078272188	0.00622138748679422
mtarjeta_master_consumo	0.00132375290509741	0.0045219148155482	0.00254333450718003
cextraccion_autoservicio	0.00129327021475749	0.00425437052067904	0.00770825996791486
Visa_mpagosdolares	0.00119650311680748	0.00311237754770609	0.00230856516805572
Master_mconsumospesos	0.00109534723729382	0.00216155174008876	0.00301287318542865
Master_cconsumos	0.00108236346175501	0.00295156851563957	0.00211292405211879
Visa_fultimo_cierre	0.000890635626768628	0.00139292440192681	0.00238682161443049
matm	0.000846263217022197	0.0021284882626791	0.00356066831005204
cmobile_app_trx	0.000812226151219892	0.000576865791815333	0.00125210314199632
cplazo_fijo	0.000749776331733769	0.00376386216092233	0.00113471847243417
tcallcenter	0.000735996475188332	0.0027254255886275	0.00179989826661971
ctarjeta_master_trx	0.000699565090714912	0.00129108657358475	0.00129123136518371
active_quarter	0.000666065564781111	0.000138989123764967	0.000352154008686466
Master_mconsumototal	0.000547132062249618	0.00116857951880392	0.00195641115936925
ccajas_consultas	0.000464057576037	0.00397149152737381	0.000782564463747701
minversion2	0.000376331630896587	0.00486446369998233	0.000743436240560316
ctarjeta_visa_descuentos	0.00033946855702328	0.00584011277834593	0.00309112963180342
Visa_Finiciomora	0.000328237631705375	0.000503117846183955	0.000195641115936925
Visa_msaldodolares	0.00028902584275457	0.00103527261108652	0.0010564620260594
Visa_delinquency	0.000274788454794879	0.000678940379159376	0.000273897562311695
ctarjeta_master	0.000274590076450863	0.000378071013018225	0.00031302578549908
Master_mpagosdolares	0.000234716769578347	0.000408877829450954	0.000860820910122471
Master_mconsumosdolares	0.000189521222806161	0.000533128291428199	0.00129123136518371
Master_status	0.000174807624167031	0.000150709522191757	0.000273897562311695
ccajas_trx	0.000166847385004127	0.000440711153444724	0.000352154008686466
Master_msaldodolares	0.000153249258995753	9.46622093589125e-05	0.00015651289274954
tpaquete9	0.000135607509624687	0.00073903908554362	0.00015651289274954
mttarjeta_master_debitos_automaticos	0.000132016787052744	0.00066606267624038	0.000391282231873851
Master_mpagado	0.000122678060153279	0.000626876577926313	0.00023476933912431
mcaja_ahorro_adicional	9.69447656880509e-05	0.00039326498057899	0.000117384669562155
mdescubierto_preacordado	8.45602140058063e-05	0.000205856157422657	0.000195641115936925
cinversion1	7.35713614689912e-05	0.000765049462614517	0.000117384669562155
matm_other	6.95463311749274e-05	0.000191357565951629	0.000391282231873851
Master_madelantopesos	6.88621046947034e-05	0.000183071000882257	0.000469538678248621
ctarjeta_master_debitos_automaticos	6.46606171531186e-05	0.000612790245137059	0.000195641115936925
cseguro_vida	4.66640415899463e-05	0.000318452447267371	0.000195641115936925
Visa_madelantodolares	4.54715346139847e-05	2.88465181226118e-05	7.82564463747701e-05
cforex	2.87873188732378e-05	0.000146558789198967	0.000195641115936925
internet	2.80329624367803e-05	4.88849391085483e-05	3.91282231873851e-05
tpaquete1	1.84831625012473e-05	0.00024700752101891	3.91282231873851e-05
Visa_status	1.6433881305593e-05	0.000222250476566897	3.91282231873851e-05
Visa_cadelantosefectivo	1.49777731526779e-05	1.19770253170507e-05	3.91282231873851e-05
ccajas_extracciones	1.47270918565229e-05	0.000118088105296285	7.82564463747701e-05
ccheques_depositados	1.33659911686586e-05	7.33191303760399e-05	3.91282231873851e-05
Visa_madelantopesos	1.15415992076416e-05	1.73214872638906e-05	3.91282231873851e-05
catm_trx_other	6.68882742963179e-06	0.000103753423903552	0.00015651289274954
mcajeros_propios_descuentos	5.6219058543497e-06	0.000298717011577677	0.000195641115936925
mcheques_depositados	4.27564394407771e-06	0.000112667483111045	3.91282231873851e-05
