Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.138226995102302	0.00962642178041322	0.00498896805655101
ctrx_quarter	0.0697042337759035	0.00478697874293085	0.0041808957657012
mcuentas_saldo	0.0394244865774077	0.00646008249735534	0.00838989839369282
mcaja_ahorro	0.033822530491081	0.00612427303547417	0.0103573787540228
mtarjeta_visa_consumo	0.0197500306651487	0.0100457867893879	0.00834773810025718
mpasivos_margen	0.016863063780788	0.00540306533258565	0.00574082662281996
cpayroll_trx	0.0148488441713956	0.00595572148741847	0.00278257936675239
foto_mes	0.0134141062349198	0.013829237350124	0.010800061835097
mpayroll_sobre_edad	0.0130144165545343	0.00886388970444178	0.0031901288699636
mpayroll	0.0116884757922408	0.00822391082182424	0.00333066318141574
mprestamos_personales	0.00988700317793105	0.00765825480697308	0.00337282347485139
mv_Finiciomora_lag1	0.00956664355232858	0.00512520831160215	0.00181289261773262
mv_mpagospesos	0.00923128145484904	0.00272104606725945	0.00289500681591411
mv_Finiciomora	0.00868747890481648	0.00769858264361986	0.00141236983009402
mcaja_ahorro_lag1	0.00809377114065791	0.00362912129122285	0.00550191829335132
ctarjeta_visa_trx	0.00770363784178239	0.00520982309470385	0.00633809744649156
mprestamos_personales_mean6	0.00687440074873985	0.00248976489899307	0.0019955872226204
mactivos_margen	0.00667362377366494	0.00551877278138699	0.00847421898056411
Visa_Finiciomora_mean6	0.00662217920392966	0.00267489654188135	0.00125075537192406
mrentabilidad_annual_delta1	0.00623675473669904	0.00520358296256545	0.00969686749019773
mv_Finiciomora_delta1	0.00515280733221425	0.00364527963288447	0.000843205868712846
mpasivos_margen_mean6	0.00511230960554415	0.00246468019851126	0.00371713253790913
Visa_Finiciomora	0.00507429598968802	0.00415985989210461	0.000892392877721096
cliente_vip_lag1	0.00499800514348362	0.00290168959594342	0.00106806076703627
mprestamos_personales_delta1	0.00493790098544238	0.00602376688593477	0.00293014039377714
mcuenta_corriente_delta1	0.00481925657811798	0.00517129327799032	0.00515760923029358
mrentabilidad_mean6	0.00481156432647059	0.00245689243565573	0.00453925825990416
mcuenta_corriente	0.00479353090509185	0.00253773843896684	0.00530517025731832
mcuentas_saldo_delta1	0.0046902890065374	0.00644573002237057	0.00849529912728193
mdescubierto_preacordado	0.0046859423796136	0.000989188574382004	0.000695644841688098
ctrx_quarter_normalizado_delta1	0.00467082379518557	0.00381392017268147	0.00616945627274899
ctrx_quarter_delta1	0.00442909747736253	0.00323443440240918	0.00614837612603117
cliente_edad_mean6	0.00433855680845447	0.0060226706846985	0.00869204716331492
cprestamos_personales_mean6	0.00426114003591513	0.00173585922054414	0.00170046516857091
mcuenta_corriente_mean6	0.00416034018745722	0.00475541969803035	0.00749750551597172
mactivos_margen_mean6	0.0041406273516762	0.00316697293549419	0.00619053641946681
mvr_mpagospesos	0.00402959436656007	0.00270628370219	0.00243827030369465
mv_status07	0.00398888293247785	0.000126724611499322	0.000112427449161713
mactivos_margen_delta1	0.00370919153831519	0.00296563408544155	0.00642241803336285
mcaja_ahorro_mean6	0.00359378798710859	0.00228113296562642	0.00497491462540579
chomebanking_trx_mean6	0.00355452469805578	0.00440441462670607	0.00549489157777872
ctrx_quarter_normalizado_mean6	0.00353576324659699	0.00119380844171837	0.00198153379147519
mrentabilidad_annual_mean6	0.00351843537981916	0.00548978568334337	0.0056775861826665
chomebanking_trx_delta1	0.0033261447053329	0.00625973642771466	0.00581812049411864
cliente_edad_lag1	0.00326917695917088	0.00583083636087185	0.00713211630619616
