Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.244362047565177	0.0174396338107619	0.00715962441314554
mcuentas_saldo	0.0802806234302941	0.0111789779593604	0.0144366197183099
ctrx_quarter	0.0308217272063926	0.00630750471439088	0.00586854460093897
mtarjeta_visa_consumo	0.0202937462619085	0.0173537169731558	0.0131455399061033
mcaja_ahorro	0.0198617145296999	0.00844400779774925	0.0124413145539906
mpayroll_sobre_edad	0.017219973215252	0.0122081379777066	0.00316901408450704
foto_mes	0.0170866745347594	0.0194061714170749	0.0154929577464789
mprestamos_personales	0.0170406707460613	0.00791423167106559	0.00481220657276995
mpasivos_margen	0.0163170878841751	0.00661186598651049	0.00586854460093897
mv_Finiciomora_mean6	0.0160960416691437	0.00514268577398874	0.00234741784037559
cpayroll_trx	0.0156150778512288	0.0129908404010041	0.00434272300469484
mpayroll	0.0151119872821368	0.0109458934186954	0.00375586854460094
mv_Finiciomora_lag1	0.0105850201919838	0.007766782691672	0.00258215962441315
mcaja_ahorro_mean6	0.00991425620319529	0.00344324555850637	0.00586854460093897
mv_status07	0.00912040792894521	0.000160743538055935	0.000117370892018779
mprestamos_personales_mean6	0.00825924885946922	0.00250431833417511	0.00199530516431925
Visa_Finiciomora	0.00762528528571263	0.005770104036646	0.00117370892018779
mv_Finiciomora	0.00751303331264472	0.00588786789664107	0.00129107981220657
mactivos_margen	0.00741825945054818	0.0071497193229148	0.0107981220657277
cliente_vip_lag1	0.00677664537127183	0.00431424847281309	0.00187793427230047
mv_Finiciomora_delta1	0.00620788770962251	0.00527601141072938	0.00140845070422535
mdescubierto_preacordado	0.00614798389373622	0.000754646090115759	0.000821596244131455
mprestamos_personales_delta1	0.00533162258007606	0.00653148505964837	0.00305164319248826
mrentabilidad_annual_delta1	0.00512233031502263	0.00659192480264799	0.0102112676056338
mrentabilidad_mean6	0.00492923763754343	0.00151476791092245	0.00375586854460094
mactivos_margen_mean6	0.00483668712981545	0.00327143019896259	0.00645539906103286
ctarjeta_visa_trx	0.00466612158802212	0.00494520950902453	0.00575117370892019
ctrx_quarter_normalizado_mean6	0.00425105521100516	0.000618045219404326	0.00117370892018779
mv_msaldototal	0.00424466692235438	0.00221880584713006	0.00176056338028169
ctrx_quarter_normalizado_delta1	0.00419172256034937	0.00301196586289634	0.00446009389671362
mcuenta_corriente	0.00403838574266027	0.00359824320976393	0.0073943661971831
ctrx_quarter_delta1	0.00386216471108878	0.00296084225375172	0.00669014084507042
mcuentas_saldo_delta1	0.00372080783858815	0.00663606556325292	0.00786384976525822
mactivos_margen_delta1	0.0036811804702194	0.00229601227619704	0.00727699530516432
cliente_edad_mean6	0.00357878031133312	0.00730756375233112	0.0103286384976526
cprestamos_personales_mean6	0.00347803057787468	0.00209506584622084	0.00223004694835681
mcuenta_corriente_mean6	0.00342570666731339	0.00601519384375118	0.00715962441314554
chomebanking_trx_mean6	0.00342482788495959	0.00227244066522492	0.00622065727699531
thomebanking_mean6	0.00341992470783455	0.000946957990750151	0.00269953051643193
mv_mpagospesos	0.00332567859612851	0.00300767999651395	0.0034037558685446
ccaja_ahorro	0.00326779838722042	0.00618928165442627	0.0028169014084507
mcuenta_corriente_delta1	0.00317036741091597	0.00830746121991171	0.00633802816901409
cliente_edad_lag1	0.00313134252494282	0.00834696615404351	0.00903755868544601
mtarjeta_visa_debitos_automaticos_mean6	0.00294826309097271	0.00186691279924582	0.00363849765258216
ctransferencias_recibidas_mean6	0.00269510296857893	0.00397135692176768	0.00528169014084507
cprestamos_personales_delta1	0.00258119859794044	0.00323186115999174	0.00117370892018779
cliente_edad	0.00253435766058554	0.00467153940979797	0.00657276995305164
mcomisiones_mean6	0.00252230526712723	0.000958691792820858	0.00211267605633803
mrentabilidad_delta1	0.00246905273427229	0.00276614931623823	0.00633802816901409
mtransferencias_emitidas_mean6	0.0024156400275927	0.00390683801778507	0.00551643192488263
mrentabilidad	0.00241197374383499	0.00234570987973824	0.00516431924882629
chomebanking_trx_delta1	0.00240211404781923	0.00656689186299786	0.00469483568075117
mrentabilidad_annual_lag1	0.00235259074482789	0.00289785794112032	0.00610328638497653
mcuenta_debitos_automaticos	0.00231925626524067	0.0100187928830384	0.00352112676056338
Master_fultimo_cierre_mean6	0.00227983195598265	0.00171606822577546	0.00481220657276995
mcuentas_saldo_lag1	0.002253775328011	0.00583374902159826	0.00539906103286385
Visa_msaldototal	0.00219491683804491	0.00117340702644219	0.00211267605633803
cproductos	0.00214286057307524	0.0127135248296547	0.00692488262910798
mpasivos_margen_delta1	0.00214222873293166	0.00304442907669749	0.00469483568075117
mrentabilidad_annual_mean6	0.00213480316832659	0.00226207465109767	0.00363849765258216
mcuenta_corriente_lag1	0.00212707932473649	0.00202208510348326	0.00446009389671362
ccomisiones_otras_mean6	0.00212074242302086	0.00633439342371848	0.00516431924882629
mcomisiones_otras_mean6	0.00209965634532869	0.00265824321057506	0.0028169014084507
mautoservicio	0.00208768415291116	0.00631659321065414	0.00199530516431925
mv_mpagominimo	0.00206652727024563	0.0054808865515561	0.00387323943661972
Master_Fvencimiento	0.00205397338080152	0.00184820988538666	0.00504694835680751
ccomisiones_mantenimiento_mean6	0.00200353135044582	0.00580549579498225	0.00387323943661972
Visa_mconsumospesos_delta1	0.00197344515113828	0.00113906514837818	0.00352112676056338
mcaja_ahorro_dolares_delta1	0.0019616601421903	0.00625522329335725	0.00328638497652582
mv_fultimo_cierre_mean6	0.00193415909719111	0.00140486539741449	0.00387323943661972
mcaja_ahorro_lag1	0.00192345103782601	0.00384320676958404	0.00575117370892019
mtransferencias_recibidas	0.00191614136724889	0.00285004488902107	0.00328638497652582
mtransferencias_emitidas_delta1	0.00189124454546325	0.00884691259837527	0.00715962441314554
Visa_mpagospesos_mean6	0.00183701029591641	0.00350128267830353	0.00410798122065728
